,ORF,RNA_Prints
89,ENSG00000005448,40564.93382749604
90,ENSG00000005469,11683.248058021747
91,ENSG00000005471,963.0407608443746
92,ENSG00000005483,87594.35784792852
93,ENSG00000005486,45779.491180044395
94,ENSG00000005513,6425.334723821132
95,ENSG00000005700,69646.53988205307
96,ENSG00000005801,57332.14522637727
97,ENSG00000005810,342001.94505492976
98,ENSG00000005812,96662.54345154311
99,ENSG00000005844,197.10248804193674
100,ENSG00000005882,23502.22539281196
101,ENSG00000005884,4512.060060954761
102,ENSG00000005889,96691.54275765826
103,ENSG00000005893,120303.20376240872
104,ENSG00000005961,3512.236641892634
105,ENSG00000006007,111951.1425248103
106,ENSG00000006015,26059.264399473177
107,ENSG00000006016,3748.893048059321
108,ENSG00000006025,2484.842262922166
109,ENSG00000006042,68365.63338094167
110,ENSG00000006047,608.3220306381749
111,ENSG00000006062,7617.517766841956
112,ENSG00000006071,4071.4801341978796
113,ENSG00000006118,31709.867053739104
114,ENSG00000006125,327055.0333544576
115,ENSG00000006128,690.4655633920844
116,ENSG00000006194,27865.763921106267
117,ENSG00000006210,173.68651300771785
118,ENSG00000006282,15768.75927991278
119,ENSG00000006283,1810.3576243030898
120,ENSG00000006327,24784.091873329635
121,ENSG00000006377,9220.291561988415
122,ENSG00000006432,25727.28384039035
123,ENSG00000006451,53538.35282621606
124,ENSG00000006453,45396.52451851342
125,ENSG00000006459,44820.424522516405
126,ENSG00000006468,2400.5190393616435
127,ENSG00000006530,59847.16761637623
128,ENSG00000006534,1449.0695670794676
129,ENSG00000006576,44028.35628071618
130,ENSG00000006607,80383.95652557554
131,ENSG00000006611,4257.0965917703015
132,ENSG00000006625,71609.51197322262
133,ENSG00000006634,64353.82549378851
134,ENSG00000006638,1675.5104230800457
135,ENSG00000006652,73582.96970286827
136,ENSG00000006659,81.82363911930027
137,ENSG00000006695,33183.49666657707
138,ENSG00000006704,21068.048216701158
139,ENSG00000006712,98849.18723731504
140,ENSG00000006715,58215.88654898549
141,ENSG00000006740,14436.350429346232
142,ENSG00000006744,169166.18865409045
143,ENSG00000006747,716.6856927049043
144,ENSG00000006831,82913.94617247752
145,ENSG00000006837,1236.4448800809243
146,ENSG00000007047,22178.006575147836
147,ENSG00000007062,204.72049315227767
148,ENSG00000007080,119537.4292337793
149,ENSG00000007168,141844.11217803395
150,ENSG00000007171,5435.679723564764
151,ENSG00000007174,107.35379592248873
152,ENSG00000007202,204699.16974067726
153,ENSG00000007216,14.207962097823192
154,ENSG00000007237,4130.451059980181
155,ENSG00000007255,8281.221210946202
156,ENSG00000007264,15929.871657424226
157,ENSG00000007314,1795.1478199527096
158,ENSG00000007341,28677.835701302734
159,ENSG00000007350,368.22155476934796
160,ENSG00000007372,42967.58019416857
161,ENSG00000007376,59244.86466579218
162,ENSG00000007384,8785.37667690189
163,ENSG00000007392,82595.44470196827
164,ENSG00000007402,12846.849450354282
165,ENSG00000007516,2453.8652390437974
166,ENSG00000007520,30710.562128034286
167,ENSG00000007541,53442.382001828795
168,ENSG00000007545,45180.40318938809
169,ENSG00000007866,7612.048359634548
170,ENSG00000007923,97271.41794123453
171,ENSG00000007933,663.491908653541
172,ENSG00000007944,11169.883162600876
173,ENSG00000007952,229.84239460441498
174,ENSG00000007968,25448.36858783365
175,ENSG00000008018,483244.3049074839
176,ENSG00000008056,746.6595662861641
177,ENSG00000008083,48438.16352108172
178,ENSG00000008086,17250.025539866296
179,ENSG00000008118,105.39953809152286
180,ENSG00000008128,24492.4369623004
181,ENSG00000008130,56841.663681068814
182,ENSG00000008226,599.6131399896263
183,ENSG00000008256,27480.613649900843
184,ENSG00000008277,39224.84177049661
185,ENSG00000008282,78961.85681594154
186,ENSG00000008283,14302.574736079749
187,ENSG00000008294,174333.8050652046
188,ENSG00000008300,45723.03182018365
189,ENSG00000008311,41789.39723709523
190,ENSG00000008323,153.8256210921392
191,ENSG00000008324,25701.068260181382
192,ENSG00000008382,9221.867162639679
193,ENSG00000008394,39157.643710167205
194,ENSG00000008405,55625.72894466391
195,ENSG00000008438,112.11746324502276
196,ENSG00000008441,22768.907921952938
197,ENSG00000008513,17679.417816139714
198,ENSG00000008516,947.7297843673701
199,ENSG00000008517,8471.89025889774
200,ENSG00000008710,61269.19522334734
201,ENSG00000008735,36533.25156925742
202,ENSG00000008838,132780.4574115973
203,ENSG00000008853,10815.772939609567
204,ENSG00000008869,70683.24185959659
205,ENSG00000008952,129238.02718204028
206,ENSG00000008988,959844.4007429086
207,ENSG00000009307,1215688.0909913753
208,ENSG00000009335,159941.2583303272
209,ENSG00000009413,67013.49355177392
210,ENSG00000009694,30151.063686370184
211,ENSG00000009709,787.0558615967135
212,ENSG00000009724,5330.282587684855
213,ENSG00000009780,22513.060421268183
214,ENSG00000009790,896.4567895660286
215,ENSG00000009830,39443.135149751426
216,ENSG00000009844,145240.65737333702
217,ENSG00000009950,9454.541069416417
218,ENSG00000009954,254646.13253122216
219,ENSG00000010017,52427.47527901631
220,ENSG00000010030,138.15836471371532
221,ENSG00000010072,89050.66140425987
222,ENSG00000010165,71752.10550918983
223,ENSG00000010219,19591.382613856524
224,ENSG00000010244,386880.3680706475
225,ENSG00000010256,345463.27767967514
226,ENSG00000010270,50712.440819825686
227,ENSG00000010278,18555.753112709186
228,ENSG00000010292,265930.93493009167
229,ENSG00000010295,27925.603854798836
230,ENSG00000010310,1581.0971481836264
231,ENSG00000010318,7160.516761773504
232,ENSG00000010319,5657.186067917275
233,ENSG00000010322,86845.77948257983
234,ENSG00000010327,1467.6997754746158
235,ENSG00000010361,22138.111534846612
236,ENSG00000010379,179.13921501258022
237,ENSG00000010404,74908.8477498727
238,ENSG00000010539,23377.242816095724
239,ENSG00000010610,548.8852704411358
240,ENSG00000010626,2280.2455631358075
241,ENSG00000010704,77.30350543600188
242,ENSG00000010803,45722.6726820024
243,ENSG00000010810,81861.28043717517
244,ENSG00000010818,42664.192633610946
245,ENSG00000010932,240.00156454978807
246,ENSG00000011007,121378.070095338
247,ENSG00000011009,53671.53443632981
248,ENSG00000011021,24842.65663965364
249,ENSG00000011028,13115.536149082975
250,ENSG00000011052,22261.73665346668
251,ENSG00000011105,12938.728266470738
252,ENSG00000011114,60647.88817609971
253,ENSG00000011132,14754.31874448434
254,ENSG00000011143,30837.62480509675
255,ENSG00000011198,17779.531969503438
256,ENSG00000011201,413.8059159208661
257,ENSG00000011243,62323.85004413256
258,ENSG00000011258,44318.651589614135
259,ENSG00000011260,126830.65467557019
260,ENSG00000011275,72299.14836347614
261,ENSG00000011295,76354.83761425204
262,ENSG00000011304,642614.431792498
263,ENSG00000011332,9056.049878766045
264,ENSG00000011347,7602.893127303937
265,ENSG00000011376,85664.6313300177
266,ENSG00000011405,153036.21438732417
267,ENSG00000011422,6500.007384363093
268,ENSG00000011426,150929.82768486315
269,ENSG00000011451,51529.92554618545
270,ENSG00000011454,54547.78645613054
271,ENSG00000011465,17.632109088594767
272,ENSG00000011478,15206.039498824217
273,ENSG00000011485,158541.06584657123
274,ENSG00000011523,41081.535395517276
275,ENSG00000011566,33023.138926887805
276,ENSG00000011590,311.535212504416
277,ENSG00000011638,6282.270248788429
278,ENSG00000012048,135567.59412277857
279,ENSG00000012061,39527.66852417065
280,ENSG00000012171,1573.8402999239102
281,ENSG00000012174,74867.0990252708
282,ENSG00000012211,14110.677813999328
283,ENSG00000012232,62514.664271907306
284,ENSG00000012660,170365.18679089018
285,ENSG00000012779,873.0561016635169
286,ENSG00000012817,48.95169895593641
287,ENSG00000012822,26613.063743392624
288,ENSG00000012963,99469.17369071687
289,ENSG00000012983,76700.69879881504
290,ENSG00000013016,18458.57255531137
291,ENSG00000013275,189731.18466955883
292,ENSG00000013288,22989.191087667936
293,ENSG00000013297,178.04666538773927
294,ENSG00000013306,256205.879696
295,ENSG00000013364,1649.244513070924
296,ENSG00000013374,103189.05503677779
297,ENSG00000013375,77494.40857462276
298,ENSG00000013392,6895.675918519248
299,ENSG00000013441,70410.41620327267
300,ENSG00000013503,61081.19552664389
301,ENSG00000013523,71944.53432760181
302,ENSG00000013561,52722.984502842846
303,ENSG00000013563,18024.7632757936
304,ENSG00000013573,92426.5856407967
305,ENSG00000013583,23840.975401025862
306,ENSG00000013588,11689.998475695147
307,ENSG00000013619,12079.70637467844
308,ENSG00000013725,20.358663038218477
309,ENSG00000013810,135561.4375434218
310,ENSG00000014123,51278.208201535956
311,ENSG00000014138,109904.95057230504
312,ENSG00000014164,31633.205822555985
313,ENSG00000014216,52634.48010334985
314,ENSG00000014257,399.4020789986085
315,ENSG00000014641,312329.0813090164
316,ENSG00000014824,129144.34247698572
317,ENSG00000014914,1515.8569224021091
318,ENSG00000014919,98560.89268015395
319,ENSG00000015133,16619.63454621223
320,ENSG00000015153,28594.297430658895
321,ENSG00000015171,40674.3794424243
322,ENSG00000015285,447.83469109302484
323,ENSG00000015475,35660.930755647576
324,ENSG00000015479,729546.0505132052
325,ENSG00000015520,392.6040898468568
326,ENSG00000015532,26294.63734965708
327,ENSG00000015568,74261.01008029087
328,ENSG00000015676,63917.44794514886
329,ENSG00000016082,10474.548991728929
330,ENSG00000016391,25292.56160462804
331,ENSG00000016864,47142.25996726655
332,ENSG00000017260,95761.78032057844
333,ENSG00000017427,87.47572956795221
334,ENSG00000017797,66922.86646729878
335,ENSG00000018189,30275.440933053156
336,ENSG00000018236,18088.022925914942
337,ENSG00000018280,211.1142274926553
338,ENSG00000018408,39114.78376994695
339,ENSG00000018510,128502.73260234714
340,ENSG00000018607,29.443168292877857
341,ENSG00000018610,53105.409979439595
342,ENSG00000018625,46.208724904665026
343,ENSG00000018699,52717.51078264374
344,ENSG00000018869,3294.0926859835204
345,ENSG00000019102,378.13417891055803
346,ENSG00000019144,25217.53719708524
347,ENSG00000019485,6751.2677143627025
348,ENSG00000019505,942.9307186288523
349,ENSG00000019549,104689.77572079236
350,ENSG00000019582,251.82654780678254
351,ENSG00000019991,227.46088558395678
352,ENSG00000019995,57163.680143516074
353,ENSG00000020129,72507.98095517595
354,ENSG00000020181,9947.45160353896
355,ENSG00000020219,78.57294739194613
356,ENSG00000020256,52396.3534821709
357,ENSG00000020426,45407.1855458702
358,ENSG00000020577,18265.962697428735
359,ENSG00000020633,4676.218632236673
360,ENSG00000020922,73610.45386492953
361,ENSG00000021300,5839.52669042699
362,ENSG00000021355,16361.987029755714
363,ENSG00000021488,127.64477494746099
364,ENSG00000021574,42997.7611333284
365,ENSG00000021645,18823.15212349106
366,ENSG00000021762,6919.009611498927
367,ENSG00000021776,92344.07924312509
368,ENSG00000021826,31316.610062551157
369,ENSG00000022267,349860.6069447287
370,ENSG00000022277,86098.64646339952
371,ENSG00000022567,10922.882056247827
372,ENSG00000022840,143218.6992589807
373,ENSG00000022976,12606.780270002206
374,ENSG00000023041,70365.32027464148
375,ENSG00000023171,10483.651869795485
376,ENSG00000023191,91424.19586615426
377,ENSG00000023228,167648.4730756337
378,ENSG00000023287,192323.01419825378
379,ENSG00000023318,102091.34575957384
380,ENSG00000023330,50846.5747418419
381,ENSG00000023445,907.3222629203412
382,ENSG00000023516,114653.33554765144
383,ENSG00000023572,20503.89175930175
384,ENSG00000023608,17873.0918193478
385,ENSG00000023697,31879.04758194599
386,ENSG00000023734,306465.2513315018
387,ENSG00000023839,1171.0074130686687
388,ENSG00000023892,4368.365896618671
389,ENSG00000023902,20717.166814672313
390,ENSG00000023909,35772.235956493634
391,ENSG00000024048,73670.43389949681
392,ENSG00000024422,3231.870458444995
393,ENSG00000024526,155879.92752220985
394,ENSG00000024862,24970.698617721322
395,ENSG00000025039,30982.908407082035
396,ENSG00000025156,81975.73822327872
397,ENSG00000025293,60912.04125589864
398,ENSG00000025423,5754.468726545757
399,ENSG00000025434,8787.061415791375
400,ENSG00000025708,3711.2936779582024
401,ENSG00000025770,79056.81869847856
402,ENSG00000025772,112679.33209511508
403,ENSG00000025796,139631.83207635404
404,ENSG00000025800,177522.84877898515
405,ENSG00000026025,879629.7314595113
406,ENSG00000026036,7946.923779564141
407,ENSG00000026103,26490.357793302817
408,ENSG00000026297,32309.98481489886
409,ENSG00000026559,15588.745422408254
410,ENSG00000026652,44519.893797186436
411,ENSG00000026950,10371.83663020747
412,ENSG00000027001,24091.061054843813
413,ENSG00000027075,5458.118723483234
414,ENSG00000027644,123.07473361549178
415,ENSG00000027697,67778.14039988442
416,ENSG00000027847,23448.852698841878
417,ENSG00000027869,3587.2159523214445
418,ENSG00000028116,25781.519160579835
419,ENSG00000028137,154.36212244406946
420,ENSG00000028203,81563.67182656724
421,ENSG00000028277,1064.0189434323306
422,ENSG00000028310,42791.25226357826
423,ENSG00000028528,87211.0366680816
424,ENSG00000028839,42646.23353253594
425,ENSG00000029153,21169.81175111101
426,ENSG00000029363,584131.8393078285
427,ENSG00000029364,85667.73327628891
428,ENSG00000029534,4647.06469504729
429,ENSG00000029639,31759.48396424291
430,ENSG00000029725,146044.15463766237
431,ENSG00000029993,139987.025611443
432,ENSG00000030066,184984.2489391812
433,ENSG00000030110,38098.6441656567
434,ENSG00000030304,88.65916945784987
435,ENSG00000030419,2746.9958565358793
436,ENSG00000030582,156350.10334902618
437,ENSG00000031003,56563.58757466163
438,ENSG00000031081,8085.378250326895
439,ENSG00000031691,18163.950693459912
440,ENSG00000031698,273740.83039049007
441,ENSG00000031823,77686.23476395253
442,ENSG00000032219,36307.62519590541
443,ENSG00000032389,26233.60062727023
444,ENSG00000032444,23283.841174155983
445,ENSG00000032742,10263.227746543364
446,ENSG00000033011,37766.57297195952
447,ENSG00000033030,50516.258477714
448,ENSG00000033050,180804.8865752255
449,ENSG00000033100,31237.750787625548
450,ENSG00000033122,1489.3627333008233
451,ENSG00000033170,24717.309821763265
452,ENSG00000033178,110998.08240113757
453,ENSG00000033327,9335.503937696263
454,ENSG00000033627,118773.96410283228
455,ENSG00000033800,85731.96084999535
456,ENSG00000033867,71799.61397023797
457,ENSG00000034053,29883.843057733793
458,ENSG00000034152,41419.167632246776
459,ENSG00000034510,216516.97554346058
460,ENSG00000034533,15513.045611193593
461,ENSG00000034677,26819.820180035418
462,ENSG00000034693,56363.447790312624
463,ENSG00000034713,128037.00779833883
464,ENSG00000035115,7041.780773515217
465,ENSG00000035141,168828.79484157125
466,ENSG00000035403,222235.0538137642
467,ENSG00000035499,57913.95445463216
468,ENSG00000035664,1332.49405312671
469,ENSG00000035681,40661.75278973947
470,ENSG00000035687,104909.82149011322
471,ENSG00000035862,25174.444498649696
472,ENSG00000035928,114818.32189356093
473,ENSG00000036054,44279.02123576111
474,ENSG00000036257,110342.49205002205
475,ENSG00000036448,24882.444957747975
476,ENSG00000036530,670.0829476795346
477,ENSG00000036549,135596.0063353236
478,ENSG00000036672,11916.147051537511
479,ENSG00000037042,12873.236836083519
480,ENSG00000037241,81702.68179937777
481,ENSG00000037280,40356.465813578456
482,ENSG00000037474,161062.21305236185
483,ENSG00000037637,40342.02305367074
484,ENSG00000037749,42881.72115716369
485,ENSG00000037757,83312.36333236736
486,ENSG00000037897,28070.20319283683
487,ENSG00000037965,8430.315394013225
488,ENSG00000038002,194685.13856253086
489,ENSG00000038210,27306.08115851496
490,ENSG00000038219,116957.89067422193
491,ENSG00000038274,69661.50627856444
492,ENSG00000038295,2327.264364851243
493,ENSG00000038358,116247.80745376214
494,ENSG00000038382,86298.24544349671
495,ENSG00000038427,131845.80456189113
496,ENSG00000038532,45058.578209822896
497,ENSG00000039068,3628.203805927613
498,ENSG00000039123,175805.81188234926
499,ENSG00000039319,91923.09120197252
500,ENSG00000039523,35092.837605480796
501,ENSG00000039560,100613.79156375406
502,ENSG00000039600,123.62426944922991
503,ENSG00000039650,21809.796947971063
504,ENSG00000040199,33868.9046513768
505,ENSG00000040275,130134.50784753915
506,ENSG00000040341,40762.595258151945
507,ENSG00000040487,14128.014815905257
508,ENSG00000040531,28326.156619283152
509,ENSG00000040608,4481.731876124552
510,ENSG00000040633,40925.04892150377
511,ENSG00000040933,53720.93424905677
512,ENSG00000041353,671.3259426010823
513,ENSG00000041357,531937.5145053073
514,ENSG00000041802,68519.0561072537
515,ENSG00000041880,6318.352107116295
516,ENSG00000041982,11625.670181292015
517,ENSG00000041988,15577.806628942028
518,ENSG00000042062,558.095639178805
519,ENSG00000042088,41936.52551347371
520,ENSG00000042286,6382.27624833088
521,ENSG00000042304,40.569398099006634
522,ENSG00000042317,7830.8648076034215
523,ENSG00000042429,53167.116859861875
524,ENSG00000042445,25881.794198371437
525,ENSG00000042493,2479.3933243097295
526,ENSG00000042753,126582.30474785382
527,ENSG00000042781,3153.749005334955
528,ENSG00000042980,46.893554302819346
529,ENSG00000043039,2097.42296226264
530,ENSG00000043093,55296.63706261014
531,ENSG00000043143,5637.231909373805
532,ENSG00000043355,73228.99986341559
533,ENSG00000043462,19.0017678849034
534,ENSG00000043514,28929.343024737413
535,ENSG00000043591,761.2750389150042
536,ENSG00000044090,21611.600851771327
537,ENSG00000044115,193356.29035140437
538,ENSG00000044446,43881.308389878155
539,ENSG00000044459,31143.615498694347
540,ENSG00000044524,27189.446838431762
541,ENSG00000044574,746481.7008944408
542,ENSG00000046604,299031.3685977441
543,ENSG00000046647,13503.770850686871
544,ENSG00000046651,37829.17154974154
545,ENSG00000046653,30938.306579054904
546,ENSG00000046774,114.33524111453714
547,ENSG00000046889,23921.32364917481
548,ENSG00000047056,20789.72635002425
549,ENSG00000047188,117040.56623992238
550,ENSG00000047230,37394.60581646168
551,ENSG00000047249,62816.03722981686
552,ENSG00000047315,268756.8399989968
553,ENSG00000047346,13592.119753823037
554,ENSG00000047365,11211.966360383864
555,ENSG00000047410,537134.4251625229
556,ENSG00000047457,335.093611608033
557,ENSG00000047578,18251.70073033843
558,ENSG00000047579,19826.983240508234
559,ENSG00000047597,6019.375241618668
560,ENSG00000047617,337.09434022513796
561,ENSG00000047621,41992.924571529235
562,ENSG00000047634,131393.79935993237
563,ENSG00000047644,811.9113249775471
564,ENSG00000047648,527.6725376030015
565,ENSG00000047662,222.60486976101927
566,ENSG00000047849,301552.3813470111
567,ENSG00000047932,93435.96966568498
568,ENSG00000047936,441.9536081088881
569,ENSG00000048028,64806.48199260559
570,ENSG00000048052,2857.8274665490803
571,ENSG00000048140,27386.74768264401
572,ENSG00000048162,90090.95693627435
573,ENSG00000048342,16236.880816035242
574,ENSG00000048392,39435.41376620266
575,ENSG00000048405,36659.69241689005
576,ENSG00000048462,176.82799623919226
577,ENSG00000048471,19122.061012780887
578,ENSG00000048540,1317.7791361055374
579,ENSG00000048544,69591.54336858589
580,ENSG00000048649,120744.15111379481
581,ENSG00000048707,91240.33692593608
582,ENSG00000048740,13725.668801451602
583,ENSG00000048828,229713.03148148683
584,ENSG00000048991,109063.9836783709
585,ENSG00000049089,1760.7887775589315
586,ENSG00000049130,30915.2107597788
587,ENSG00000049167,21949.17612651813
588,ENSG00000049192,4594.722709888846
589,ENSG00000049239,19262.884505864382
590,ENSG00000049245,114494.65859661321
591,ENSG00000049246,4813.438298826141
592,ENSG00000049249,2232.724705637857
593,ENSG00000049283,77.39462861515955
594,ENSG00000049323,37652.96546141378
595,ENSG00000049449,241833.0676177243
596,ENSG00000049541,94416.47338615028
597,ENSG00000049618,155565.35145633915
598,ENSG00000049656,112441.79733232642
599,ENSG00000049759,30437.638951598383
600,ENSG00000049768,564.1142781108772
601,ENSG00000049769,1599.1235693660867
602,ENSG00000049860,78754.45700356092
603,ENSG00000049883,40812.094411099795
604,ENSG00000050030,2802.3372659821916
605,ENSG00000050130,43729.25335144873
606,ENSG00000050165,1965.0230254091425
607,ENSG00000050344,39526.77934683882
608,ENSG00000050393,55809.47791336328
609,ENSG00000050405,70345.74010866442
610,ENSG00000050426,60008.81157886814
611,ENSG00000050438,3058.5254172169225
612,ENSG00000050555,10416.537814180323
613,ENSG00000050628,557.3896945474678
614,ENSG00000050730,260.7863813963176
615,ENSG00000050748,89890.3271895193
616,ENSG00000050767,2537.8877324915043
617,ENSG00000050820,32953.448472896234
618,ENSG00000051009,22530.897352871216
619,ENSG00000051108,86759.0997570721
620,ENSG00000051128,4823.542059460302
621,ENSG00000051180,33990.59894660055
622,ENSG00000051341,83938.4791294135
623,ENSG00000051382,28326.792942476382
624,ENSG00000051523,12645.265553269079
625,ENSG00000051596,160344.1930281257
626,ENSG00000051620,66448.97328176172
627,ENSG00000051825,120818.59255597202
628,ENSG00000052126,39331.20489175474
629,ENSG00000052344,388.9157097249971
630,ENSG00000052723,143186.22055747962
631,ENSG00000052749,100145.77703194843
632,ENSG00000052795,35215.432668982845
633,ENSG00000052802,55106.02572506409
634,ENSG00000052841,82651.98748515082
635,ENSG00000053108,2113.7785586579416
636,ENSG00000053254,52348.97164980342
637,ENSG00000053328,166.45773296710786
638,ENSG00000053371,62744.984973306164
639,ENSG00000053372,105564.92731365882
640,ENSG00000053438,392.6315360637513
641,ENSG00000053501,14999.488883263928
642,ENSG00000053524,1059.0943894084457
643,ENSG00000053702,1685.1773961850138
644,ENSG00000053747,23180.483663205985
645,ENSG00000053770,75964.4928932003
646,ENSG00000053900,48971.99785026091
647,ENSG00000053918,621.6762600263016
648,ENSG00000054116,43597.13566990485
649,ENSG00000054118,271954.1260959912
650,ENSG00000054148,105665.6877084671
651,ENSG00000054179,285.3210428361669
652,ENSG00000054267,106857.37783623191
653,ENSG00000054277,2106.2128193406925
654,ENSG00000054282,25431.566987556092
655,ENSG00000054392,5193.840550185295
656,ENSG00000054523,150074.43018217443
657,ENSG00000054611,19465.169969364284
658,ENSG00000054654,110164.79020896682
659,ENSG00000054690,29889.619046260985
660,ENSG00000054793,43227.343480380725
661,ENSG00000054796,13.523132699668878
662,ENSG00000054938,85.90855323274133
663,ENSG00000054965,58546.32964312165
664,ENSG00000054967,20266.84033348701
665,ENSG00000054983,4057.914892151188
666,ENSG00000055044,350810.8394420391
667,ENSG00000055070,138403.49393365032
668,ENSG00000055118,1839.6686875781163
669,ENSG00000055130,177701.01560123655
670,ENSG00000055147,32558.04506005463
671,ENSG00000055163,121506.80392030801
672,ENSG00000055208,120840.44819306603
673,ENSG00000055211,42010.36729909881
674,ENSG00000055332,100310.65563355589
675,ENSG00000055483,87422.0449643647
676,ENSG00000055609,235724.32751993896
677,ENSG00000055732,23102.606198162666
678,ENSG00000055917,133760.98066630462
679,ENSG00000055950,73602.46630545158
680,ENSG00000055955,1023.907832778
681,ENSG00000056050,29153.783265811428
682,ENSG00000056097,255595.34903676072
683,ENSG00000056277,71431.22433690257
684,ENSG00000056291,889.6680951584218
685,ENSG00000056487,10314.414689804506
686,ENSG00000056558,2397.729431504015
687,ENSG00000056586,142529.80069130022
688,ENSG00000056736,16353.594090100636
689,ENSG00000056972,16669.63931862593
690,ENSG00000056998,20410.13451908861
691,ENSG00000057019,67879.27159008068
692,ENSG00000057252,98021.07398688977
693,ENSG00000057294,20528.733973543694
694,ENSG00000057468,961.3744299817018
695,ENSG00000057608,339552.4113992583
696,ENSG00000057657,278.5198695914475
697,ENSG00000057663,44936.29915512904
698,ENSG00000057704,11019.332605666765
699,ENSG00000057757,59135.21408750388
700,ENSG00000057935,43363.30866301058
701,ENSG00000058056,57580.113654702734
702,ENSG00000058063,73551.50654561892
703,ENSG00000058085,5099.912849485054
704,ENSG00000058091,19204.660536848805
705,ENSG00000058262,433585.7545090929
706,ENSG00000058272,92608.78704826298
707,ENSG00000058335,1360.8599486283542
708,ENSG00000058404,1541.1228679806834
709,ENSG00000058453,11849.951314938131
710,ENSG00000058600,102532.39605177101
711,ENSG00000058668,53630.26447200348
712,ENSG00000058673,163633.34917937446
713,ENSG00000058729,55219.051638262616
714,ENSG00000058799,18929.855695426744
715,ENSG00000058804,215310.1315976885
716,ENSG00000058866,158.03033201680446
717,ENSG00000059122,36017.04729855829
718,ENSG00000059145,28482.234545779596
719,ENSG00000059377,2049.9839862885215
720,ENSG00000059378,1013.3443793341492
721,ENSG00000059573,247235.01295090505
722,ENSG00000059588,120108.53955229996
723,ENSG00000059691,40919.78312314836
724,ENSG00000059728,18774.78742392725
725,ENSG00000059758,36609.0146160219
726,ENSG00000059769,14356.452908861142
727,ENSG00000059804,8188.5731166174855
728,ENSG00000059915,1919.411489585539
729,ENSG00000060069,17572.86857078624
730,ENSG00000060138,268594.00114138366
731,ENSG00000060140,1181.0797042713043
732,ENSG00000060237,266932.56448511436
